video_id,url,title,upload_date,channel,summary,narratives,view_count,like_count,comment_count,transcript_source,description
9tx7oTyTL6Q,https://www.youtube.com/watch?v=9tx7oTyTL6Q,"Zoë Harcombe on The Game Changers: Good Story, Unconvincing Argument",2020-03-22,CrossFit,"The Game Changers bases its support of plant-based eating on three common arguments, Harcombe explains: 1. A healthy diet does not require supplements. A vegan diet requires supplements.",health; identity_lifestyle; animal_welfare; environment; innovation_market,49547,1848,357,,"Zoë Harcombe, Ph.D., concedes The Game Changers tells “a good story,” but that’s as far as the 2019 documentary’s accolades should go, she suggests. In this presentation from Dec. 15, 2019, Harcombe offers an incisive and often humorous critique of the arguments the film makes in favor of a plant-based diet. The Game Changers bases its support of plant-based eating on three common arguments, Harcombe explains: 1. It’s healthier than non-vegan diets. 2. It’s better for the animals. 3. It’s better for the planet. Since the majority of the film is devoted to the nutrition argument, Harcombe focuses her attention there as well. After noting that, despite the movie’s claims, there is a dearth of scientific evidence for going plant-based, Harcombe turns with wry humor to the film’s burrito experiments. The science in these and the movie’s other experiments is deeply flawed, she claims. One experiment, which follows the Tennessee Titans as they turn to vegan eating, “is a great example that the standard American diet is rubbish,” Harcombe says. She argues any apparent benefits experienced by the athletes were probably attributable to their trading of junk food for whole foods. “Now the whole food just happens to be plant-based,” she notes, but “how good could they have been if their whole food diet had been animal-based?” she asks. Finally, Harcombe argues the film tries to gloss over the nutritional deficiencies in a vegan diet by suggesting everyone should take supplements, not only those who have gone plant-based. But those who follow a healthy diet of whole foods that include animal products do not need supplements, she claims: “A healthy diet provides the nutrients that we need. A healthy diet does not require supplements. A vegan diet requires supplements. De facto, a vegan diet is not healthy.” To read a complete transcript of the presentation, click here ( CrossFit® - ("
k152Dl3JVlQ,https://www.youtube.com/watch?v=k152Dl3JVlQ,BEST VEGAN FOOD #2: Los Angeles,2018-07-25,PLANT BASED NEWS,"Best Vegan Food #2: Los Angeles The boys from BOSH! check out 10 of the top plant-based eateries in Los Angeles. Please email press@plantbasednews.org or leave a message on our hotline UK landline: +44 207 0960 175, US landline: +1 818 963 5411 ★ CHECK OUT OUR WEBSITE: SOCIAL MEDIA ★ TWITTER: ★ FACEBOOK: ★ YOUTUBE: ★ INSTAGRAM: LEARN ABOUT VEGANISM ★ Cowspiracy ➞ ★ NutritionFacts.Org ➞ ★ Veganuary ➞",identity_lifestyle; health,14564,932,113,,"Best Vegan Food #2: Los Angeles The boys from BOSH! check out 10 of the top plant-based eateries in Los Angeles. Subscribe to their youtube for more videos like this: Watch the previous episode (BEST VEGAN FOOD #1: London): --- ★ GET ACCESS TO THE BEST STUFF (EXCLUSIVE INTERVIEWS & BEHIND THE SCENES MOMENTS): ★ SUPPORT OUR WORK BY MAKING A CONTRIBUTION: ★ GET OUR FREE MEAL INSPIRATION GUIDE: ★ HELP TRANSLATE OUR VIDEOS: ★ SIGN UP TO RECEIVE OUR WEEKLY HEADLINES IN YOUR INBOX: ★ GOT A NEWS STORY WE SHOULD KNOW ABOUT? Please email press@plantbasednews.org or leave a message on our hotline UK landline: +44 207 0960 175, US landline: +1 818 963 5411 ★ CHECK OUT OUR WEBSITE: SOCIAL MEDIA ★ TWITTER: ★ FACEBOOK: ★ YOUTUBE: ★ INSTAGRAM: LEARN ABOUT VEGANISM ★ Cowspiracy ➞ ★ NutritionFacts.Org ➞ ★ Veganuary ➞"
8U_fdq-INOc,https://www.youtube.com/watch?v=8U_fdq-INOc,The Meatless Farm - Ace Adam: Your Story - British Boxer & Switching To Plant-Based (long version),2020-02-18,Meatless Farm,"British professional boxer Ace Adam dreams of being world champion. He's throwing everything into his career, from right hooks to dedication to his training and diet. Ace switched to a plant-based diet and has never felt stronger in body and mind.",health,13689,16,4,,"British professional boxer Ace Adam dreams of being world champion. He's throwing everything into his career, from right hooks to dedication to his training and diet. Ace switched to a plant-based diet and has never felt stronger in body and mind. This is his story. Read more on the Meatless Farm blog:"
4a3e5Wcd9WE,https://www.youtube.com/watch?v=4a3e5Wcd9WE,'Vibe Organic Juice Bar' brings plant-based food to Twin Cities,2019-04-13,KARE 11,» Subscribe to KARE 11: » Watch more KARE 11 video: Welcome to the official YouTube channel of KARE 11 News. Connect with KARE 11 Online! Visit KARE11.com: Find KARE 11 on Facebook: Follow KARE 11 on Twitter: Follow KARE 11 on Instagram:,,2208,28,0,,"Amber Thielen founder of Vibe Organic Juice Bar in St. Louis Park brings plant-based food to the community. » Subscribe to KARE 11: » Watch more KARE 11 video: Welcome to the official YouTube channel of KARE 11 News. Subscribe to our channel for compelling and dramatic storytelling, award winning investigations, breaking news and information you can use. Connect with KARE 11 Online! Visit KARE11.com: Find KARE 11 on Facebook: Follow KARE 11 on Twitter: Follow KARE 11 on Instagram:"
1sfwiqcfiVI,https://www.youtube.com/watch?v=1sfwiqcfiVI,Can Mediterranean Diet REALLY Compete with Vegan and Keto for HEALTH?,2020-08-25,Viva Longevity!,"Who wins for healthy weight loss when comparing vegan versus keto diets? Fascinating links: Peter Menzel photos: Hungry Planet: What the World Eats by Peter Menzel & Faith D'Aluisio Gregg Segal photos: Daily Bread: What Kids Eat Around the World by Gregg Segal After Decades of Failed Diets, I Went Plant-Based and Lost 140 Pounds in 2 Years I lost 120 pounds on the keto diet. Fraser How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease The China Study: The Most Comprehensive Study of Nutrition Ever Conducted and the Startling Implications for Diet, Weight Loss, and Long-Term Health The Healthiest People on Earth: Your Guide to Living 10 Years Longer with Adventist Family Secrets and Plant-Based Recipes Fiber Fueled: The Plant-Based Gut Health Program for Losing Weight, Restoring Your Health, and Optimizing Your Microbiome",health; identity_lifestyle; environment,74562,4367,492,,"Who wins for healthy weight loss when comparing vegan versus keto diets? Or are they both extreme and Mediterranean wins? What history and science say. Fascinating links: Peter Menzel photos: Hungry Planet: What the World Eats by Peter Menzel & Faith D'Aluisio Gregg Segal photos: Daily Bread: What Kids Eat Around the World by Gregg Segal After Decades of Failed Diets, I Went Plant-Based and Lost 140 Pounds in 2 Years I lost 120 pounds on the keto diet. Here are my best tips, recipes: Jack LaLanne: U.S. News Best Diets Overall: The Telomere Effect: A Revolutionary Approach to Living Younger, Healthier, Longer The Keto Reset Diet: Reboot Your Metabolism in 21 Days and Burn Fat Forever Evolution's Bite: A Story of Teeth, Diet, and Human Origins Healthy at 100: The Scientifically Proven Secrets of the World's Healthiest and Longest-Lived Peoples In Defense of Food: An Eater's Manifesto Heart Disease Prevention: The Impact of Diet and Exercise on Heart Health; By David Maron, MD Evidence of regression of atherosclerosis in primates and man Hypolipidemic Agents (Handbook of Experimental Pharmacology) Bob Harper's Morning Coffee The Super Carb Diet: Shed Pounds, Build Strength, Eat Real Food Heart Attack of the Mummies Keto 2.0 Is Here to Make the Low-Carb Diet Way Better for You—And Easier to Follow Results and Challenges Studying the Health Experience of U.S. Vegetarians - Prof. Dr. Gary E. Fraser How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease The China Study: The Most Comprehensive Study of Nutrition Ever Conducted and the Startling Implications for Diet, Weight Loss, and Long-Term Health The Healthiest People on Earth: Your Guide to Living 10 Years Longer with Adventist Family Secrets and Plant-Based Recipes Fiber Fueled: The Plant-Based Gut Health Program for Losing Weight, Restoring Your Health, and Optimizing Your Microbiome"
g7u3v1pEyvU,https://www.youtube.com/watch?v=g7u3v1pEyvU,Student story: Holly MJ.,2020-03-21,Londonist DMC,"While not every ultrarunner is vegan, there seem to be an awful lot of high-mileage fanatics who opt for a plant-based lifestyle. While there aren’t any hard stats available, with veganism as a general nutrition trend on the rise, it’s not surprising more fitness buffs are testing the waters. Let's get inspired by her amazing plant based Vegan story💚 CONNECT WITH US Visit the Londonist website: Like Londonist on Facebook: Follow Londonist on Instagram:",identity_lifestyle; health,1133,16,8,,"While not every ultrarunner is vegan, there seem to be an awful lot of high-mileage fanatics who opt for a plant-based lifestyle. While there aren’t any hard stats available, with veganism as a general nutrition trend on the rise, it’s not surprising more fitness buffs are testing the waters. Let's get inspired by her amazing plant based Vegan story💚 CONNECT WITH US Visit the Londonist website: Like Londonist on Facebook: Follow Londonist on Instagram:"
2wSL6m3hWgM,https://www.youtube.com/watch?v=2wSL6m3hWgM,#Februdairy Dairy Free Alternatives Favourites With The Flemface,2018-02-14,Mind Fit By Tommy ,"Collaboration video with The Flemface for Februdairy.where i list my favourite dairy free foods,snacks. Subscribe to Flemface- Check out Vegan Called Quest Top 5 Dairy free- If you like more content from me,please subscribe and click the notification bell for upcoming videos- Connect with me: My blog site- Facebook-Tofu Tommy Instagram: @tofutommy120180 Tumblr: tkelly1980 Twitter @TofuTommy120180. 🌎Food as Medicine: Preventing and Treating the Most Common Diseases with Diet 🌎Uprooting the Leading Causes of Death 🌎10 Plant-based Foods Packed with Iron 🌎NutritionFacts.org Plant-Based Diets for Diabetes List of Eating disorder support services I recommend and volunteer with B-eat UK eating disorders Service- Men And Boys Eating&Exercise disorders Scotland- See Me Scotland Mental Health Charity- Save Movement Scotland that I volunteer with- All Monetisation proceeds of my content goes to combination of following charities-B-eat UK eating disorder service,See Me Scotland,McMillan Cancer Nurses,Stroke&Heart Scotland,Animal Aid,Viva,Vegan Society.",health; identity_lifestyle; animal_welfare,1242,183,41,,"Collaboration video with The Flemface for Februdairy.where i list my favourite dairy free foods,snacks. Subscribe to Flemface- Check out Vegan Called Quest Top 5 Dairy free- If you like more content from me,please subscribe and click the notification bell for upcoming videos- Connect with me: My blog site- Facebook-Tofu Tommy Instagram: @tofutommy120180 Tumblr: tkelly1980 Twitter @TofuTommy120180. Younow stream- Follow me on patreon- You can also make a one time donation at- Get my new tshirts at following link- Thanks to Awesome People that support this channel on patreon-Kombucha Princess- Katie’s Reborn Nursery- Vegan Flamingo- Gwen Estes. Channels to follow in #VDDS Ethologic- The Flemface- JackoWackoVegano- Chris Hines- Liam Anthony- Blue Morpho- OG MIZEN- Nick Kazmarek- Vohan V- TBPT Logan Blake- Darren McStravick- King Arugula- Mikael HS- P1 antn- My Interview with Kaye Adams on BBC IPlayer begins at 1.15.20- Check out my interview on BBC IPlayer which begins at 37mins- My Interview with Daily Mirror- My Story with See Me Scotland- My story in National newspaper- My story in Herald newspaper- My Day in the life of Anorexic- 🌎Best speech ever gary yourofsky 🌎Who Says Eggs Aren't Healthy or Safe? 🌎Food as Medicine: Preventing and Treating the Most Common Diseases with Diet 🌎Uprooting the Leading Causes of Death 🌎10 Plant-based Foods Packed with Iron 🌎NutritionFacts.org Plant-Based Diets for Diabetes List of Eating disorder support services I recommend and volunteer with B-eat UK eating disorders Service- Men And Boys Eating&Exercise disorders Scotland- See Me Scotland Mental Health Charity- Save Movement Scotland that I volunteer with- All Monetisation proceeds of my content goes to combination of following charities-B-eat UK eating disorder service,See Me Scotland,McMillan Cancer Nurses,Stroke&Heart Scotland,Animal Aid,Viva,Vegan Society."
PEneRQxj1J4,https://www.youtube.com/watch?v=PEneRQxj1J4,What I Eat In A Day In Anorexia Recovery-Vegan Lifestyle,2017-05-28,Mind Fit By Tommy ,"Interview with Kaye Adams on BBC IPlayer begins at 1.15.20- Check out my interview on BBC IPlayer which begins at 37mins- My Interview with Daily Mirror- My Story with See Me Scotland- My story in National newspaper- My story in Herald newspaper- My Day in the life of Anorexic- my younow stream- 🌎Best speech ever gary yourofsky 🌎Who Says Eggs Aren't Healthy or Safe? 🌎Food as Medicine: Preventing and Treating the Most Common Diseases with Diet 🌎Uprooting the Leading Causes of Death 🌎10 Plant-based Foods Packed with Iron 🌎NutritionFacts.org Plant-Based Diets for Diabetes Connect with me: My blog site- Facebook-Tofu Tommy Instagram: @tofutommy120180 Tumblr: tkelly1980 Twitter @TofuTommy120180. Younow stream- List of Eating disorder support services I recommend and volunteer with B-eat UK eating disorders Service- Men And Boys Eating&Exercise disorders Scotland- See Me Scotland Mental Health Charity- Save Movement Scotland that I volunteer with- All Monetisation proceeds of my content goes to combination of following charities-B-eat UK eating disorder service,See Me Scotland,Cancer Research UK,Diabetes UK,Stroke&Heart attack Scotland and also Animal Welfare.",health; animal_welfare; identity_lifestyle,1342,41,53,,"A FULL DAY OF VEGAN FOOD IN MY ON GOING RECOVERY FROM LONGTERM ANOREXIA.THIS IS JUST A RANDOM DAY OF MY LIFESTYLE,AND VARIES,ON MY ACTIVITY,AND WHAT I FEEL I'D LIKE ON THE DAY.(RE-UPLOAD DUE TO YOUTUBE COPYRIGHT ON MUSIC). Interview with Kaye Adams on BBC IPlayer begins at 1.15.20- Check out my interview on BBC IPlayer which begins at 37mins- My Interview with Daily Mirror- My Story with See Me Scotland- My story in National newspaper- My story in Herald newspaper- My Day in the life of Anorexic- my younow stream- 🌎Best speech ever gary yourofsky 🌎Who Says Eggs Aren't Healthy or Safe? 🌎Food as Medicine: Preventing and Treating the Most Common Diseases with Diet 🌎Uprooting the Leading Causes of Death 🌎10 Plant-based Foods Packed with Iron 🌎NutritionFacts.org Plant-Based Diets for Diabetes Connect with me: My blog site- Facebook-Tofu Tommy Instagram: @tofutommy120180 Tumblr: tkelly1980 Twitter @TofuTommy120180. Younow stream- List of Eating disorder support services I recommend and volunteer with B-eat UK eating disorders Service- Men And Boys Eating&Exercise disorders Scotland- See Me Scotland Mental Health Charity- Save Movement Scotland that I volunteer with- All Monetisation proceeds of my content goes to combination of following charities-B-eat UK eating disorder service,See Me Scotland,Cancer Research UK,Diabetes UK,Stroke&Heart attack Scotland and also Animal Welfare."
P72F0Qk5ytI,https://www.youtube.com/watch?v=P72F0Qk5ytI,Arctic Gardens TV Commercial One Pot plant-based meals 30sec FR with EN subtitles,2020-02-13,Arctic Gardens,Arctic Gardens TV Commercial One Pot plant-based meals 30sec FR with EN subtitles,,793,6,1,,Arctic Gardens TV Commercial One Pot plant-based meals 30sec FR with EN subtitles
hwpkXs_xsl4,https://www.youtube.com/watch?v=hwpkXs_xsl4,BEYOND MEAT - A BRAND MORPHING INTO A MOVEMENT,2018-05-26,PLANT BASED NEWS,"Klaus from Plant Based News recently sat down with Beyond Meat CEO Ethan Brown. Hope you enjoy the conversation! Please email press@plantbasednews.org or leave a message on our hotline UK landline: +44 207 0960 175, US landline: +1 818 963 5411 ★ CHECK OUT OUR WEBSITE: SOCIAL MEDIA ★ TWITTER: ★ FACEBOOK: ★ YOUTUBE: ★ INSTAGRAM: LEARN ABOUT VEGANISM ★ Cowspiracy ➞ ★ NutritionFacts.Org ➞ ★ Veganuary ➞",identity_lifestyle; health; innovation_market,35877,1495,226,,"Klaus from Plant Based News recently sat down with Beyond Meat CEO Ethan Brown. Hope you enjoy the conversation! Soundcloud version: --- ★ SUPPORT OUR WORK BY MAKING A CONTRIBUTION: ★ GET OUR FREE MEAL INSPIRATION GUIDE: ★ HELP TRANSLATE OUR VIDEOS: ★ SIGN UP TO RECEIVE OUR WEEKLY HEADLINES IN YOUR INBOX: ★ GOT A NEWS STORY WE SHOULD KNOW ABOUT? Please email press@plantbasednews.org or leave a message on our hotline UK landline: +44 207 0960 175, US landline: +1 818 963 5411 ★ CHECK OUT OUR WEBSITE: SOCIAL MEDIA ★ TWITTER: ★ FACEBOOK: ★ YOUTUBE: ★ INSTAGRAM: LEARN ABOUT VEGANISM ★ Cowspiracy ➞ ★ NutritionFacts.Org ➞ ★ Veganuary ➞"
7VZNGgDjsMo,https://www.youtube.com/watch?v=7VZNGgDjsMo,An Eating Disorder Specialist Explains How Trauma Creates Food Disorders,2019-10-14,VICE,"VICE speaks to her about our unhealthy relationship to food, how it contributes to disordered eating and the underlying causes, similarities and differences of various eating disorders. For more information and resources about eating disorders including ARFID, please visit Watch our full video on what it's like to live with an eating disorder: Click here to subscribe to VICE: About VICE: The Definitive Guide To Enlightening Information. Connect with VICE: Check out our full video catalog: Videos, daily editorial and more: More videos from the VICE network: Click here to get the best of VICE daily: Like VICE on Facebook: Follow VICE on Twitter: Follow us on Instagram: The VICE YouTube Network: VICE: MUNCHIES: VICE News: VICELAND: Broadly: Noisey: Motherboard: VICE Sports: i-D: Waypoint:",health; environment,1421968,29368,1513,,"As an eating disorder and trauma therapist, Ashley McHan sees patients with an array of issues with food. VICE speaks to her about our unhealthy relationship to food, how it contributes to disordered eating and the underlying causes, similarities and differences of various eating disorders. For more information and resources about eating disorders including ARFID, please visit Watch our full video on what it's like to live with an eating disorder: Click here to subscribe to VICE: About VICE: The Definitive Guide To Enlightening Information. From every corner of the planet, our immersive, caustic, ground-breaking and often bizarre stories have changed the way people think about culture, crime, art, parties, fashion, protest, the internet and other subjects that don't even have names yet. Browse the growing library and discover corners of the world you never knew existed. Welcome to VICE. Connect with VICE: Check out our full video catalog: Videos, daily editorial and more: More videos from the VICE network: Click here to get the best of VICE daily: Like VICE on Facebook: Follow VICE on Twitter: Follow us on Instagram: The VICE YouTube Network: VICE: MUNCHIES: VICE News: VICELAND: Broadly: Noisey: Motherboard: VICE Sports: i-D: Waypoint:"
xXoXpM6XYH8,https://www.youtube.com/watch?v=xXoXpM6XYH8,Vegan Chef Omari McQueen Calls For End to Mandatory Meat in School Meals,2020-07-15,PETA UK,"The UK's youngest award-winning vegan chef, Omari McQueen – who's also the founder and CEO of vegan dip company Dipalicious – has spoken out in support of PETA's campaign calling for the government to remove the requirement for servings of fish, meat, and dairy from the School Food Standards and replace it with more flexible nutritional guidelines.",identity_lifestyle; health,2182,121,,,"The UK's youngest award-winning vegan chef, Omari McQueen – who's also the founder and CEO of vegan dip company Dipalicious – has spoken out in support of PETA's campaign calling for the government to remove the requirement for servings of fish, meat, and dairy from the School Food Standards and replace it with more flexible nutritional guidelines. Add your name:"
T3GFcwgGHqI,https://www.youtube.com/watch?v=T3GFcwgGHqI,vegan sandwich options on the high street,2017-08-05,Mind Fit By Tommy ,"some recent vegan sandwich options,i got at subway in uk,and which i added my own vegan cheese and vegan sage&onion slices to.Also showing you the various vegan sandwich options on uk high street for lunch on the go. Younow stream- My Interview with Kaye Adams on BBC IPlayer begins at 1.15.20- Check out my interview on BBC IPlayer which begins at 37mins- My Interview with Daily Mirror- My Story with See Me Scotland- My story in National newspaper- My story in Herald newspaper- My Day in the life of Anorexic- 🌎Best speech ever gary yourofsky 🌎Who Says Eggs Aren't Healthy or Safe? 🌎Food as Medicine: Preventing and Treating the Most Common Diseases with Diet 🌎Uprooting the Leading Causes of Death 🌎10 Plant-based Foods Packed with Iron 🌎NutritionFacts.org Plant-Based Diets for Diabetes List of Eating disorder support services I recommend and volunteer with B-eat UK eating disorders Service- Men And Boys Eating&Exercise disorders Scotland- See Me Scotland Mental Health Charity- Save Movement Scotland that I volunteer with- All Monetisation proceeds of my content goes to combination of following charities-B-eat UK eating disorder service,See Me Scotland,Cancer Research UK,Diabetes UK,Stroke&Heart attack Scotland and also Animal Welfare.",health; identity_lifestyle; animal_welfare,285,30,51,,"some recent vegan sandwich options,i got at subway in uk,and which i added my own vegan cheese and vegan sage&onion slices to.Also showing you the various vegan sandwich options on uk high street for lunch on the go. Follow me on patreon- You can also make a one time donation at- If you like more content from me,please subscribe and click the notification bell for upcoming videos- Connect with me: Follow me on Patreon- My blog site- Facebook-Tofu Tommy Instagram: @tofutommy120180 Tumblr: tkelly1980 Twitter @TofuTommy120180. Younow stream- My Interview with Kaye Adams on BBC IPlayer begins at 1.15.20- Check out my interview on BBC IPlayer which begins at 37mins- My Interview with Daily Mirror- My Story with See Me Scotland- My story in National newspaper- My story in Herald newspaper- My Day in the life of Anorexic- 🌎Best speech ever gary yourofsky 🌎Who Says Eggs Aren't Healthy or Safe? 🌎Food as Medicine: Preventing and Treating the Most Common Diseases with Diet 🌎Uprooting the Leading Causes of Death 🌎10 Plant-based Foods Packed with Iron 🌎NutritionFacts.org Plant-Based Diets for Diabetes List of Eating disorder support services I recommend and volunteer with B-eat UK eating disorders Service- Men And Boys Eating&Exercise disorders Scotland- See Me Scotland Mental Health Charity- Save Movement Scotland that I volunteer with- All Monetisation proceeds of my content goes to combination of following charities-B-eat UK eating disorder service,See Me Scotland,Cancer Research UK,Diabetes UK,Stroke&Heart attack Scotland and also Animal Welfare."
-UR9eFRvLgI,https://www.youtube.com/watch?v=-UR9eFRvLgI,The Vegan Kind Lifestyle Box March 2019 Unboxing,2019-03-17,Mind Fit By Tommy ,"Younow stream- Thanks to Awesome People that support this channel on patreon-Kombucha Princess- Katie’s Reborn Nursery- Vegan Flamingo- Gwen Estes. Emma Blakemore.💚 My Interview with Kaye Adams on BBC IPlayer begins at 1.15.20- Check out my interview on BBC IPlayer which begins at 37mins- My Interview with Daily Mirror- My Story with See Me Scotland- My story in National newspaper- My story in Herald newspaper- My Day in the life of Anorexic- 🌎Best speech ever gary yourofsky 🌎Who Says Eggs Aren't Healthy or Safe? 🌎Food as Medicine: Preventing and Treating the Most Common Diseases with Diet 🌎Uprooting the Leading Causes of Death 🌎10 Plant-based Foods Packed with Iron 🌎NutritionFacts.org Plant-Based Diets for Diabetes List of Eating disorder support services I recommend and volunteer with B-eat UK eating disorders Service- Men And Boys Eating&Exercise disorders Scotland- See Me Scotland Mental Health Charity- Save Movement Scotland that I volunteer with- All Monetisation proceeds of my content goes to combination of following charities-B-eat UK eating disorder service,See Me Scotland,McMillan Cancer Nurses,Stroke&Heart Scotland,Animal Aid,Viva,Vegan Society.",health; identity_lifestyle; animal_welfare; innovation_market,3237,63,56,,"Unboxing of March 2019 Lifestyle box from The Vegan Kind based here in Scotland.To get your box check them out at the following link- Thanks to Carl for all the amazing graphics for the channel and branding,and if you’d like professional work done,please contact him-veganprogrammer@gmail.com Special Thanks to The Vegan Education Centre for Helping with my Learning- If you like more content from me,please subscribe and click the notification bell for upcoming videos- Help me to do more content by becoming a patreon- You can also make a one time donation at- Connect with me: Facebook-Tofu Tommy Instagram: @tofutommy120180 Tumblr: tkelly1980 Twitter @TofuTommy120180. Younow stream- Thanks to Awesome People that support this channel on patreon-Kombucha Princess- Katie’s Reborn Nursery- Vegan Flamingo- Gwen Estes. Jayne Tear. Emma Blakemore.💚 My Interview with Kaye Adams on BBC IPlayer begins at 1.15.20- Check out my interview on BBC IPlayer which begins at 37mins- My Interview with Daily Mirror- My Story with See Me Scotland- My story in National newspaper- My story in Herald newspaper- My Day in the life of Anorexic- 🌎Best speech ever gary yourofsky 🌎Who Says Eggs Aren't Healthy or Safe? 🌎Food as Medicine: Preventing and Treating the Most Common Diseases with Diet 🌎Uprooting the Leading Causes of Death 🌎10 Plant-based Foods Packed with Iron 🌎NutritionFacts.org Plant-Based Diets for Diabetes List of Eating disorder support services I recommend and volunteer with B-eat UK eating disorders Service- Men And Boys Eating&Exercise disorders Scotland- See Me Scotland Mental Health Charity- Save Movement Scotland that I volunteer with- All Monetisation proceeds of my content goes to combination of following charities-B-eat UK eating disorder service,See Me Scotland,McMillan Cancer Nurses,Stroke&Heart Scotland,Animal Aid,Viva,Vegan Society."
QwemXjhNfZ8,https://www.youtube.com/watch?v=QwemXjhNfZ8,Where do Black people come from? #CannonsClass | Nick Cannon,2020-11-02,Nick Cannon,"Subscribe NOW: About Nick Cannon TV & Radio host, comedian, actor, producer, rapper, writer, director, DJ, philanthropist, children’s book author, and activist, Nick Cannon has entertained audiences for over 20 years.Cannon is currently the executive producer and host of Fox’s hit TV series The Masked Singer; creator, host, and executive producer of the sketch comedy show Wild ‘N Out; and host and producer of the nationally syndicated radio show Nick Cannon Radio. Follow Nick Cannon here: Spotify: X(Twitter): Instagram: Cannon’s Class Merch: All Things Nick Cannon: Where do Black people come from? #CannonsClass | Nick Cannon",,608815,,4652,,"The Genius Young Pharaoh droppings major gems teaching science! How do you feel? Do you believe in Science or Science Fiction? What is real to you? #cannonsclass Don't miss a video! Subscribe NOW: About Nick Cannon TV & Radio host, comedian, actor, producer, rapper, writer, director, DJ, philanthropist, children’s book author, and activist, Nick Cannon has entertained audiences for over 20 years.Cannon is currently the executive producer and host of Fox’s hit TV series The Masked Singer; creator, host, and executive producer of the sketch comedy show Wild ‘N Out; and host and producer of the nationally syndicated radio show Nick Cannon Radio. Follow Nick Cannon here: Spotify: X(Twitter): Instagram: Cannon’s Class Merch: All Things Nick Cannon: Where do Black people come from? #CannonsClass | Nick Cannon"
pBKyHcMSqXk,https://www.youtube.com/watch?v=pBKyHcMSqXk,"ALL THE VEGAN FOOD + DESSERTS WE ATE IN LONDON! [ PIES, BURGERS, BUFFET & MORE! ]",2020-10-07,THE SUPER VEGAN,This is PART 1 of our Vegan Europe Eats Series! Vegan eats are what fuels our vegan travels and last summer in London we ate a ton of great vegan food! We had all kinds of different vegan eats!,identity_lifestyle; innovation_market; taste_convenience,237,13,5,,"This is PART 1 of our Vegan Europe Eats Series! Vegan eats are what fuels our vegan travels and last summer in London we ate a ton of great vegan food! We had all kinds of different vegan eats! A great vegan Asian buffet at ""Tai Buffet"", some traditional English pot pies from ""Young Vegans"" at Camden Market, an American style meal at ""Unity Diner"" (by Earthling Ed!) of a vegan cheeseburger, a vegan shrimp topped hot dog, and cheesey beefy nachos, some street food of a vegan bureka and a couple of vegan baos at The Borough Market, and a savory veggie filled stir-fry from ""Wok to Walk"" made up our main meals. I also indulged in a huge amount of delicious vegan donuts from ""Dougnut Time"" as well as a strawberry and chocolate gelato from ""Amorino"" and some cookies and cream cookie dough from ""Naked Dough"". We even grabbed a huge haul of vegan groceries from Whole Foods! Check out the full video for the full experience of all the things we ate, saw, and explored throughout London! FOLLOW ZERO TO HERO ATHLETICS YT: IG: @jordanngutelius The BEST Superhero Physique Focused System, simplified and veganized with the most minimal + enjoyable approach to building a Superhero Body! Start YOUR Origin Story HERE:"
xttwSGAkdwI,https://www.youtube.com/watch?v=xttwSGAkdwI,EXCLUSIVE: Win A Prize Worth $1260 With Plant Based News,2019-01-28,PLANT BASED NEWS,"SIGN UP HERE (takes 2 seconds) - Enter to win prestigious plant-based nutrition certificate: Real Truth About Health youtube: --- ★ GET ACCESS TO THE BEST STUFF: ★ SUPPORT OUR WORK BY MAKING A CONTRIBUTION: ★ GET OUR FREE MEAL INSPIRATION GUIDE: ★GET OUT VEGAN PREGNANCY GUIDE: ★ GET OUR VEGAN PARENTING GUIDE: ★ HELP TRANSLATE OUR VIDEOS: ★ SIGN UP TO RECEIVE OUR WEEKLY HEADLINES IN YOUR INBOX: ★ GOT A NEWS STORY WE SHOULD KNOW ABOUT? Please email press@plantbasednews.org or leave a message on our hotline UK landline: +44 207 0960 175, US landline: +1 818 963 5411 ★ CHECK OUT OUR WEBSITE: SOCIAL MEDIA ★ TWITTER: ★ FACEBOOK: ★ YOUTUBE: ★ INSTAGRAM: LEARN ABOUT VEGANISM ★ Cowspiracy ➞ ★ NutritionFacts.Org ➞ ★ Veganuary ➞",identity_lifestyle; health,5572,483,115,,"SIGN UP HERE (takes 2 seconds) - Enter to win prestigious plant-based nutrition certificate: Real Truth About Health youtube: --- ★ GET ACCESS TO THE BEST STUFF: ★ SUPPORT OUR WORK BY MAKING A CONTRIBUTION: ★ GET OUR FREE MEAL INSPIRATION GUIDE: ★GET OUT VEGAN PREGNANCY GUIDE: ★ GET OUR VEGAN PARENTING GUIDE: ★ HELP TRANSLATE OUR VIDEOS: ★ SIGN UP TO RECEIVE OUR WEEKLY HEADLINES IN YOUR INBOX: ★ GOT A NEWS STORY WE SHOULD KNOW ABOUT? Please email press@plantbasednews.org or leave a message on our hotline UK landline: +44 207 0960 175, US landline: +1 818 963 5411 ★ CHECK OUT OUR WEBSITE: SOCIAL MEDIA ★ TWITTER: ★ FACEBOOK: ★ YOUTUBE: ★ INSTAGRAM: LEARN ABOUT VEGANISM ★ Cowspiracy ➞ ★ NutritionFacts.Org ➞ ★ Veganuary ➞"
